,id,car_brand,car_registration_year,car_eng_pow,customer_age,postal_code,claim_amount,policy_id,marital_status,policy_start,policy_end,car_age
819,790,Hyundai,2005,0-100,22.0,215662,2185.3,P86797,Single,12/20/2019,2/8/2021,17
820,791,Lexus,2011,more than 250,25.0,,79.32,P97524,Single,5/10/2020,5/26/2021,11
821,792,Cadillac,2008,more than 250,25.0,,430.18,P08348,Married,11/30/2020,9/22/2021,14
822,793,Chevrolet,1995,100-250,46.0,37705 CEDEX,2079.3,P07694,Married,6/13/2020,5/11/2021,27
823,794,Studebaker,1963,100-250,32.0,,320.47,P86729,Single,11/4/2020,2/16/2022,59
824,795,Hummer,2008,more than 250,24.0,,933.13,P80772,Single,4/5/2020,1/9/2022,14
825,796,Dodge,1992,more than 250,23.0,,1843.01,P85752,Single,5/13/2020,2/6/2022,30
826,797,Volkswagen,1988,100-250,91.0,74-120,573.29,P41468,Single,8/27/2019,5/25/2021,34
827,798,Toyota,1978,more than 250,46.0,,1979.92,P19067,Married,8/9/2020,5/8/2021,44
828,799,Lamborghini,2012,more than 250,34.0,,1870.62,P27770,Single,3/20/2020,7/10/2021,10
829,800,Maserati,1989,100-250,46.0,5401,1474.69,P52081,Single,2/8/2019,2/15/2021,33
830,801,Cadillac,2007,100-250,17.0,869-0502,703.99,P47801,Single,1/29/2019,11/7/2021,15
831,802,Mitsubishi,2011,100-250,90.0,63120,0.0,P55488,Single,7/6/2020,3/8/2021,11
832,803,Acura,2005,100-250,20.0,5410,1920.88,P32554,Married,6/11/2019,1/24/2021,17
833,804,Ford,2010,more than 250,37.0,,490.53,P58612,Married,4/4/2020,1/31/2021,12
834,805,Audi,2002,more than 250,62.0,,366.72,P56794,Single,10/27/2019,1/19/2022,20
835,806,Honda,2003,more than 250,79.0,,1039.56,P65369,Married,10/9/2019,1/13/2022,19
836,807,Lexus,2004,100-250,33.0,,531.61,P54836,Single,10/23/2019,9/28/2021,18
837,808,GMC,2005,more than 250,91.0,,1852.75,P30220,Married,12/4/2019,5/15/2021,17
838,809,Mercedes-Benz,2004,more than 250,69.0,,465.85,P96786,Married,6/12/2020,9/16/2021,18
839,810,Dodge,2003,100-250,54.0,,0.0,P16670,Single,11/4/2020,12/12/2021,19
840,811,Lexus,1994,more than 250,44.0,,1709.39,P72712,Married,8/26/2019,1/24/2022,28
841,812,Dodge,1999,0-100,35.0,,1655.23,P04303,Married,12/8/2020,6/25/2021,23
842,814,Porsche,2004,more than 250,60.0,62004 CEDEX,2241.43,P42787,Married,9/2/2019,4/29/2021,18
843,815,Mitsubishi,1988,0-100,67.0,42-310,781.78,P89383,Single,8/17/2020,7/25/2021,34
844,816,Honda,1997,0-100,36.0,,2467.62,P30389,Married,8/4/2020,3/21/2021,25
845,817,Chevrolet,2007,more than 250,96.0,6711,0.0,P64090,Single,10/16/2020,12/21/2021,15
846,818,Saturn,2000,100-250,99.0,2015,0.0,P27469,Single,12/11/2019,5/13/2021,22
847,819,Lincoln,2013,100-250,54.0,9202,1048.78,P16892,Single,3/31/2019,2/3/2022,9
848,820,Mitsubishi,1995,more than 250,92.0,,1072.85,P62305,Married,2/25/2019,2/24/2021,27
849,821,Mercedes-Benz,2010,100-250,80.0,,1358.52,P28994,Married,10/3/2020,3/3/2021,12
850,822,Cadillac,2003,more than 250,36.0,,688.09,P27895,Married,11/10/2020,6/10/2021,19
851,823,GMC,2005,100-250,77.0,,177.74,P77231,Married,12/27/2019,12/31/2020,17
852,824,Ford,2007,more than 250,16.0,,0.0,P74205,Single,5/12/2020,4/10/2021,15
853,825,Toyota,1992,more than 250,32.0,692438,300.26,P82522,Single,5/21/2019,7/19/2021,30
854,826,Chrysler,2001,more than 250,71.0,2865-493,1240.88,P12277,Married,9/28/2019,8/2/2021,21
855,827,Mercedes-Benz,2002,more than 250,64.0,,1345.01,P07968,Single,4/6/2020,9/9/2021,20
856,828,Audi,2005,more than 250,27.0,,248.16,P72430,Single,2/27/2020,11/29/2021,17
857,829,Hyundai,2003,100-250,36.0,76029 CEDEX,329.28,P42566,Single,12/11/2020,6/7/2021,19
858,830,GMC,1995,0-100,42.0,,301.57,P68275,Married,2/25/2020,1/11/2022,27
859,831,Mercury,1988,more than 250,39.0,21072 CEDEX,2203.4,P02893,Single,4/16/2019,7/13/2021,34
860,832,Acura,2002,more than 250,87.0,506 01,1025.93,P29413,Single,3/11/2020,5/22/2021,20
861,833,GMC,2005,100-250,47.0,,254.41,P30336,Single,3/7/2019,6/17/2021,17
862,834,GMC,2006,100-250,84.0,,221.39,P35537,Married,3/23/2019,12/4/2021,16
863,835,Volvo,2011,100-250,48.0,,1493.53,P67308,Married,1/9/2020,1/23/2022,11
864,836,Porsche,2011,more than 250,100.0,417 43,1123.54,P39319,Single,4/26/2020,4/6/2021,11
865,837,Cadillac,2009,100-250,88.0,5807,416.0,P34424,Married,11/16/2019,7/22/2021,13
866,838,Chevrolet,1954,100-250,60.0,3808,0.0,P02269,Single,12/18/2019,6/2/2021,68
867,839,Pontiac,2002,100-250,89.0,MD-6401,588.35,P87440,Married,12/26/2019,12/1/2021,20
868,840,Mercedes-Benz,1996,100-250,35.0,,654.25,P00670,Single,7/9/2020,3/15/2021,26
869,841,Ford,2013,0-100,19.0,,2264.41,P92876,Married,2/13/2019,5/3/2021,9
870,842,Mercedes-Benz,2004,,,,1617.84,P11508,Married,1/23/2019,6/5/2021,18
871,843,Buick,1986,more than 250,34.0,,2314.4,P67117,Single,12/6/2020,6/9/2021,36
872,844,Audi,2007,100-250,32.0,,57.31,P53803,Single,5/16/2019,1/8/2021,15
873,845,Volkswagen,2001,more than 250,80.0,,1754.42,P42908,Single,7/6/2019,3/15/2021,21
874,846,Suzuki,1989,more than 250,90.0,79101,2466.09,P91536,Single,6/14/2020,10/8/2021,33
875,847,Ford,1992,more than 250,53.0,20226,1091.76,P53467,Married,4/22/2019,7/29/2021,30
876,848,Volvo,2007,more than 250,50.0,5402,1091.8,P01677,Married,11/8/2020,8/1/2021,15
877,849,Ford,2001,more than 250,48.0,868-0825,269.78,P44115,Married,11/5/2020,10/28/2021,21
878,850,Ferrari,2012,more than 250,21.0,4550-455,619.07,P78133,Single,5/2/2019,8/8/2021,10
879,851,Mitsubishi,1990,100-250,72.0,761-4146,236.3,P56179,Married,4/7/2020,2/16/2022,32
880,852,Audi,1987,0-100,28.0,,301.66,P09770,Single,4/9/2020,11/13/2021,35
881,853,Acura,2005,100-250,76.0,,37.44,P59830,Single,8/7/2019,8/8/2021,17
882,854,Mitsubishi,2006,100-250,60.0,136 68,2339.35,P24051,Married,12/16/2019,1/2/2021,16
883,855,Ford,1996,more than 250,33.0,,1396.83,P61430,Married,4/7/2019,2/28/2022,26
884,856,Nissan,1998,more than 250,86.0,WC2H,710.87,P60556,Single,10/25/2020,2/13/2021,24
885,857,Pontiac,1990,0-100,65.0,429 42,2110.26,P57533,Married,6/17/2020,3/27/2021,32
886,858,Pontiac,1992,100-250,62.0,,0.0,P70495,Single,7/18/2020,1/13/2021,30
887,859,Ford,1955,100-250,80.0,2903,360.42,P14207,Married,9/3/2019,10/30/2021,67
888,860,Mazda,1989,more than 250,28.0,1035,425.4,P46116,Single,10/30/2020,11/19/2021,33
889,861,Buick,1986,more than 250,37.0,,1372.06,P22464,Single,8/24/2020,7/15/2021,36
890,862,Pontiac,1990,more than 250,34.0,,2064.79,P39490,Married,6/10/2020,3/10/2021,32
891,863,Lexus,1989,100-250,22.0,,1822.77,P81277,Married,11/7/2020,9/27/2021,33
892,864,GMC,1997,,,,1442.62,P54415,Single,10/28/2019,9/8/2021,25
893,865,Dodge,1994,more than 250,69.0,989-2433,576.89,P29618,Married,7/5/2019,12/13/2021,28
894,866,Acura,1993,100-250,42.0,,1583.56,P78406,Married,3/11/2019,2/26/2022,29
895,867,Lexus,2007,more than 250,65.0,,2223.51,P55343,Married,12/14/2020,1/7/2021,15
896,868,Subaru,1996,100-250,48.0,89790-000,1744.67,P09327,Single,1/12/2020,3/28/2021,26
897,869,Hyundai,2005,more than 250,77.0,84170,1495.35,P14201,Single,7/2/2019,11/27/2021,17
898,870,Suzuki,2000,more than 250,52.0,17000-000,758.88,P39655,Married,12/24/2019,10/15/2021,22
899,871,Lotus,1996,more than 250,75.0,,146.17,P42268,Single,7/15/2020,7/19/2021,26
900,872,Mitsubishi,2004,more than 250,67.0,,2439.23,P93089,Single,6/29/2019,2/6/2021,18
901,873,Oldsmobile,1998,more than 250,17.0,352685,1249.75,P46472,Married,3/1/2020,1/12/2022,24
902,874,GMC,1995,more than 250,56.0,9307,643.28,P31165,Married,6/2/2019,1/27/2021,27
903,875,Buick,1997,more than 250,26.0,,630.11,P31449,Married,11/16/2020,10/29/2021,25
904,876,Isuzu,2004,more than 250,55.0,45933 CEDEX 9,1253.26,P89004,Single,12/13/2020,6/22/2021,18
905,877,Cadillac,2004,more than 250,72.0,96960,2245.68,P97203,Married,1/19/2019,2/20/2021,18
906,878,Mercury,1997,100-250,73.0,396458,867.32,P95260,Single,7/31/2020,9/30/2021,25
907,879,Mazda,1993,100-250,67.0,468 44,830.98,P57778,Married,2/10/2020,3/30/2021,29
908,880,GMC,1997,0-100,25.0,,972.62,P34897,Married,12/22/2019,10/13/2021,25
909,882,Mercury,2002,more than 250,73.0,,1882.69,P86509,Married,3/18/2019,2/6/2022,20
910,883,GMC,1996,more than 250,94.0,63-435,1393.06,P00197,Married,7/12/2020,9/5/2021,26
911,884,Land Rover,1995,0-100,68.0,,938.9,P51476,Married,11/7/2019,1/1/2021,27
912,885,Honda,1997,more than 250,34.0,,1138.48,P53544,Single,1/16/2020,10/20/2021,25
913,886,Mazda,2000,100-250,73.0,,1533.15,P70867,Married,1/8/2019,8/18/2021,22
914,887,Ford,1966,more than 250,50.0,39550-000,1943.42,P89337,Single,2/14/2020,10/12/2021,56
915,888,Cadillac,2002,more than 250,55.0,31019 CEDEX 2,1390.95,P31454,Single,4/11/2019,12/2/2021,20
916,889,Volkswagen,2000,0-100,23.0,,1291.06,P37063,Married,11/15/2020,5/29/2021,22
917,890,Saab,1986,100-250,47.0,96960,264.86,P34680,Married,4/14/2020,6/15/2021,36
918,891,Isuzu,2009,100-250,91.0,,1169.72,P82221,Married,4/7/2019,1/11/2021,13
919,892,Chevrolet,2000,more than 250,72.0,68020 CEDEX,768.11,P92921,Married,8/2/2019,9/29/2021,22
920,893,Ford,2000,100-250,73.0,397743,823.73,P28238,Married,6/16/2020,2/24/2021,22
921,894,Chevrolet,2004,more than 250,59.0,70201,463.88,P56512,Single,3/7/2020,4/29/2021,18
922,895,Suzuki,2004,more than 250,82.0,16025 CEDEX,1813.24,P98395,Married,3/12/2020,12/27/2021,18
923,896,Ford,1998,more than 250,59.0,,65.18,P02759,Single,5/25/2020,3/20/2021,24
924,897,Buick,1995,100-250,73.0,891-3101,1790.99,P27382,Married,8/8/2020,3/29/2021,27
925,898,Hummer,1998,more than 250,58.0,3185,810.97,P44542,Single,4/13/2019,2/27/2022,24
926,899,GMC,2009,more than 250,32.0,19003,2338.01,P11268,Married,9/30/2020,9/25/2021,13
927,900,Hyundai,2003,more than 250,90.0,4611,0.0,P08562,Single,12/26/2020,9/17/2021,19
928,901,BMW,2007,100-250,30.0,70174,2449.4,P22841,Single,5/15/2020,8/31/2021,15
929,902,Ford,2001,100-250,34.0,55140,0.0,P14056,Single,4/7/2020,11/19/2021,21
930,903,Suzuki,2006,100-250,24.0,,1985.96,P70311,Single,7/30/2020,1/22/2022,16
931,904,Dodge,1998,0-100,22.0,,2345.45,P92620,Married,4/6/2020,10/23/2021,24
932,905,Toyota,1999,100-250,16.0,4950-416,679.38,P38044,Single,2/18/2019,5/17/2021,23
933,906,Chevrolet,2001,0-100,57.0,,2280.57,P84115,Married,4/7/2020,3/31/2021,21
934,907,Mercedes-Benz,1993,100-250,27.0,452974,1051.01,P77173,Single,8/4/2020,8/15/2021,29
935,908,Toyota,2008,0-100,98.0,,2188.8,P68801,Single,9/22/2020,5/25/2021,14
936,909,Mitsubishi,1992,more than 250,24.0,253418,705.63,P61005,Single,9/8/2019,2/14/2022,30
937,910,Mitsubishi,1996,more than 250,74.0,07509 CEDEX,1607.84,P74042,Single,11/19/2019,3/22/2021,26
938,911,Chevrolet,2009,100-250,25.0,34110,644.87,P17032,Single,7/3/2019,11/16/2021,13
939,912,MINI,2008,100-250,75.0,8427,1618.29,P20279,Married,4/18/2020,2/7/2021,14
940,913,Toyota,2006,,,,2208.71,P06686,Single,6/19/2019,1/24/2022,16
941,914,Lincoln,2007,more than 250,21.0,,361.26,P18613,Single,1/1/2020,11/15/2021,15
942,915,Chevrolet,1961,more than 250,52.0,357433,1478.75,P72795,Single,10/27/2019,3/5/2021,61
943,916,Lincoln,1989,more than 250,39.0,,12.71,P69742,Married,3/17/2020,6/19/2021,33
944,917,Ford,2012,more than 250,93.0,,1358.22,P14492,Single,3/10/2020,8/3/2021,10
945,918,Mitsubishi,2002,more than 250,35.0,,97.67,P37318,Single,4/12/2019,10/28/2021,20
946,919,Volvo,1998,100-250,63.0,24-204,1247.59,P83373,Single,6/7/2019,6/30/2021,24
947,920,Mitsubishi,1996,100-250,95.0,,926.64,P37402,Single,9/26/2020,10/27/2021,26
948,921,Nissan,1997,100-250,62.0,9265,994.28,P68249,Single,3/16/2020,7/21/2021,25
949,922,Pontiac,1970,more than 250,78.0,,479.05,P79577,Single,1/11/2019,10/25/2021,52
950,923,Buick,1993,0-100,85.0,,1957.64,P18600,Married,1/14/2019,7/5/2021,29
951,924,Ford,2001,more than 250,22.0,507 32,478.34,P31896,Married,4/19/2019,11/29/2021,21
952,925,Toyota,1997,more than 250,95.0,68610-000,340.8,P09932,Single,11/9/2020,3/18/2021,25
953,926,Mercedes-Benz,1984,100-250,19.0,,225.95,P60283,Single,8/29/2020,7/23/2021,38
954,927,Suzuki,2007,more than 250,34.0,,2185.49,P68658,Married,1/28/2020,1/12/2021,15
955,928,Mercedes-Benz,1986,100-250,84.0,J5M,106.0,P50438,Married,4/27/2019,1/16/2022,36
956,929,Nissan,2005,100-250,90.0,97-217,358.06,P46728,Single,11/19/2020,3/9/2021,17
957,930,Chevrolet,1994,more than 250,26.0,92924 CEDEX,1898.39,P06386,Single,6/9/2019,4/20/2021,28
958,931,Toyota,2003,more than 250,64.0,3503,1040.89,P78494,Married,7/18/2019,11/21/2021,19
959,932,Mitsubishi,1998,more than 250,56.0,74-400,1545.22,P11052,Single,5/30/2020,8/13/2021,24
960,933,Lincoln,1985,more than 250,51.0,,299.94,P33956,Single,8/12/2019,3/13/2021,37
961,934,Aston Martin,2010,,,,173.83,P01373,Single,5/9/2019,4/27/2021,12
962,935,Honda,2000,100-250,68.0,346580,101.65,P01317,Single,5/18/2019,8/22/2021,22
963,936,Toyota,2002,more than 250,19.0,6331,1884.15,P09753,Married,5/13/2019,9/26/2021,20
964,937,BMW,2012,more than 250,40.0,,2180.24,P94839,Married,3/6/2019,9/6/2021,10
965,938,Infiniti,1994,100-250,49.0,,1118.69,P83222,Single,6/2/2020,6/25/2021,28
966,939,Ford,1986,more than 250,25.0,,1519.34,P92475,Single,10/12/2019,2/18/2021,36
967,940,Ford,2010,more than 250,61.0,,982.57,P74119,Married,12/24/2019,12/11/2021,12
968,941,Mazda,1993,more than 250,71.0,13343 CEDEX 15,112.83,P49621,Married,4/2/2019,8/31/2021,29
969,942,GMC,2004,more than 250,68.0,6512,379.27,P00698,Married,1/26/2020,3/15/2021,18
970,943,Mitsubishi,2004,more than 250,39.0,,1615.69,P25435,Single,11/9/2020,1/14/2021,18
971,944,Chrysler,1997,more than 250,51.0,7100-656,1102.57,P92678,Single,8/25/2019,10/17/2021,25
972,945,Mazda,2004,more than 250,16.0,,0.0,P48944,Single,7/10/2020,12/22/2021,18
973,946,BMW,2006,more than 250,45.0,26-640,2250.02,P76193,Married,5/13/2019,3/21/2021,16
974,947,Plymouth,1992,more than 250,59.0,,0.0,P32721,Single,4/7/2019,5/10/2021,30
975,948,MINI,2012,more than 250,69.0,5911,2312.65,P08256,Single,7/27/2020,3/9/2021,10
976,949,Studebaker,1962,100-250,70.0,15500-000,590.14,P11298,Single,7/18/2019,7/9/2021,60
977,950,Buick,2008,0-100,34.0,161453,2338.12,P97449,Single,10/28/2019,1/19/2022,14
978,951,Ford,1990,100-250,86.0,,2031.15,P96800,Single,4/4/2020,7/30/2021,32
979,952,Toyota,1998,100-250,55.0,594 52,1105.6,P60114,Married,2/8/2019,11/8/2021,24
980,953,Toyota,2008,,,,0.0,P39313,Single,5/2/2019,2/26/2021,14
981,954,Maserati,2012,more than 250,34.0,1676,1304.0,P24024,Married,1/15/2019,10/7/2021,10
982,955,GMC,1993,0-100,94.0,6330,2168.84,P31116,Single,9/24/2020,8/5/2021,29
983,956,Nissan,2008,100-250,33.0,12305,1929.29,P54050,Married,3/1/2019,1/3/2022,14
984,957,Daewoo,2001,more than 250,53.0,,691.24,P67130,Single,11/27/2020,3/27/2021,21
985,958,Ford,1995,0-100,28.0,,806.8,P30714,Married,12/22/2020,2/15/2022,27
986,959,Volkswagen,2008,more than 250,73.0,07900-000,563.32,P19498,Married,2/7/2019,12/16/2021,14
987,960,Toyota,1999,more than 250,71.0,181 31,2315.75,P88824,Married,10/1/2020,6/28/2021,23
988,961,Chrysler,2001,100-250,99.0,,1264.02,P05542,Married,6/1/2019,1/9/2022,21
989,962,Lexus,2009,more than 250,41.0,473 01,2322.15,P18262,Married,11/17/2020,3/4/2021,13
990,963,Maserati,2005,100-250,20.0,3230,1751.84,P88400,Married,2/13/2019,9/2/2021,17
991,964,Subaru,2010,100-250,98.0,,189.5,P54804,Married,4/30/2019,8/11/2021,12
992,965,Chevrolet,1995,more than 250,39.0,92848 CEDEX,1302.39,P88032,Married,7/28/2019,11/20/2021,27
993,966,Oldsmobile,2002,0-100,69.0,,2259.81,P15304,Single,6/3/2019,1/30/2022,20
994,967,Cadillac,2000,more than 250,42.0,,2478.35,P41826,Married,4/8/2020,1/13/2022,22
995,968,Mercedes-Benz,1993,0-100,56.0,89714,2395.71,P99851,Single,6/29/2019,1/3/2021,29
996,969,BMW,2005,more than 250,48.0,439 83,925.95,P72898,Married,9/29/2020,9/3/2021,17
997,970,Pontiac,1988,more than 250,87.0,,1559.23,P20427,Married,12/9/2020,7/24/2021,34
998,971,Honda,1988,more than 250,31.0,,1443.98,P04333,Married,10/2/2020,11/7/2021,34
999,972,Ford,2004,more than 250,84.0,243-0007,1663.11,P93307,Single,10/8/2019,2/7/2021,18
1000,973,Lincoln,1994,100-250,78.0,6227,2257.77,P44311,Married,2/19/2019,8/2/2021,28
1001,974,Dodge,1998,100-250,25.0,49945-000,1201.46,P02434,Single,7/11/2019,8/28/2021,24
1002,975,Subaru,1991,more than 250,86.0,,0.0,P72291,Single,3/15/2019,2/16/2021,31
1003,976,Geo,1995,0-100,65.0,,1747.45,P07227,Married,7/8/2019,1/11/2021,27
1004,977,Lexus,2001,more than 250,35.0,671945,1603.53,P01843,Married,2/19/2019,4/2/2021,21
1005,978,Dodge,1992,100-250,57.0,,327.99,P03926,Married,9/27/2020,1/5/2022,30
1006,979,Jaguar,2002,100-250,58.0,,1080.8,P06570,Married,7/2/2019,1/7/2022,20
1007,980,Lexus,1996,100-250,42.0,,597.54,P66378,Single,11/13/2020,7/7/2021,26
1008,981,Buick,1992,more than 250,62.0,,667.13,P73715,Married,4/15/2020,4/16/2021,30
1009,982,Subaru,2010,0-100,96.0,,1103.35,P45416,Married,12/10/2019,9/18/2021,12
1010,983,GMC,2010,more than 250,40.0,1430,0.0,P74768,Single,5/27/2019,6/3/2021,12
1011,984,Chevrolet,2008,more than 250,24.0,,713.77,P58700,Single,3/24/2020,4/22/2021,14
1012,985,GMC,2006,more than 250,95.0,,1986.56,P98739,Single,10/16/2019,1/11/2021,16
1013,986,Lexus,2010,more than 250,79.0,,1657.08,P32021,Married,8/19/2020,2/11/2022,12
1014,987,Kia,2004,100-250,64.0,91186,1465.72,P67463,Single,12/12/2019,1/22/2022,18
1015,988,Infiniti,1997,more than 250,30.0,,2333.25,P43106,Married,12/12/2020,12/10/2021,25
1016,989,Suzuki,2009,100-250,56.0,67451,1089.64,P32034,Single,8/22/2020,11/17/2021,13
1017,990,Ford,2005,more than 250,19.0,1218,1690.31,P35223,Single,3/2/2020,4/4/2021,17
1018,991,Ford,1996,100-250,73.0,83-020,0.0,P04287,Single,1/24/2019,2/2/2022,26
1019,992,Subaru,2002,more than 250,49.0,141850,2310.24,P21205,Single,8/5/2020,10/30/2021,20
1020,993,Pontiac,1987,100-250,84.0,,500.26,P92194,Single,3/29/2020,5/11/2021,35
1021,994,Hyundai,2008,more than 250,62.0,,1134.13,P25958,Single,4/5/2019,6/6/2021,14
1022,995,Honda,2003,more than 250,89.0,88553,2211.52,P76594,Married,6/10/2019,10/31/2021,19
1023,996,Dodge,2004,more than 250,17.0,78550-000,190.54,P59452,Married,2/26/2019,7/22/2021,18
1024,996,Dodge,2004,more than 250,17.0,78550-000,190.54,P59452,Married,12/31/2019,8/9/2021,18
1025,1050,GMC,2006,more than 250,72.0,,496.87,P59452,Single,2/26/2019,7/22/2021,16
1026,1050,GMC,2006,more than 250,72.0,,496.87,P59452,Single,12/31/2019,8/9/2021,16
1027,997,Lexus,2010,more than 250,18.0,,2207.58,P64635,Single,6/18/2020,11/28/2021,12
1028,998,Maserati,2009,more than 250,95.0,,1649.3,P46455,Married,6/9/2020,2/21/2022,13
1029,999,Lexus,2012,more than 250,93.0,,785.22,P02886,Married,1/29/2019,5/29/2021,10
1030,1000,Mercedes-Benz,1997,0-100,100.0,62-230,415.25,P42469,Married,9/11/2020,4/1/2021,25
1031,1001,Mazda,2004,0-100,50.0,78925 CEDEX 9,403.08,P23850,Married,12/28/2019,6/13/2021,18
1032,1002,Buick,1997,more than 250,54.0,2718,0.0,P54908,Single,6/15/2019,3/1/2021,25
1033,1003,Hyundai,2003,more than 250,36.0,,1254.61,P70492,Single,11/4/2019,6/13/2021,19
1034,1004,Dodge,1998,100-250,41.0,,929.88,P41206,Single,7/31/2020,6/29/2021,24
1035,1005,Buick,1996,0-100,98.0,36-212,1428.29,P18037,Single,12/4/2020,4/6/2021,26
1036,1006,Pontiac,2009,0-100,53.0,5874,0.0,P45394,Single,6/14/2019,4/6/2021,13
1037,1007,Pontiac,1965,100-250,50.0,35198-000,1166.45,P13944,Married,10/23/2019,10/28/2021,57
1038,1008,Dodge,1996,100-250,92.0,4805-191,778.94,P54254,Single,1/19/2019,10/13/2021,26
1039,1009,Volvo,2005,100-250,83.0,H71,1358.69,P53994,Married,10/22/2019,12/4/2021,17
1040,1010,Audi,2012,100-250,71.0,,0.42,P53867,Married,3/12/2019,5/5/2021,10
1041,1011,Volvo,2005,100-250,92.0,71404 CEDEX,2107.43,P48596,Single,7/30/2020,6/2/2021,17
1042,1012,Studebaker,1964,100-250,64.0,,863.75,P42654,Single,5/28/2019,10/3/2021,58
1043,1013,Volkswagen,1998,100-250,16.0,,1311.64,P09668,Single,1/31/2020,1/15/2022,24
1044,1014,Toyota,2009,100-250,63.0,403 39,21.45,P21918,Married,9/9/2019,4/4/2021,13
1045,1015,Toyota,2007,100-250,88.0,,903.94,P00286,Single,11/8/2019,5/30/2021,15
1046,1016,Lincoln,2007,0-100,53.0,,1234.56,P08044,Married,12/18/2020,6/22/2021,15
1047,1017,GMC,1994,more than 250,32.0,851078,1524.36,P05313,Married,9/4/2020,1/19/2021,28
1048,1018,Acura,1993,,,,1217.36,P85622,Single,8/30/2019,5/31/2021,29
1049,1019,Mercedes-Benz,2008,more than 250,79.0,,1649.98,P31854,Single,1/21/2019,1/3/2021,14
1050,1020,Bentley,2006,100-250,20.0,8970-055,480.45,P58246,Single,10/10/2019,3/13/2021,16
1051,1021,Kia,2006,more than 250,24.0,4380,1214.82,P19835,Single,11/21/2020,12/17/2021,16
1052,1022,Toyota,2012,more than 250,80.0,5021,379.97,P31187,Married,11/16/2019,7/28/2021,10
1053,1023,Porsche,2004,more than 250,83.0,2605-129,876.19,P34101,Married,3/3/2019,9/2/2021,18
1054,1024,Dodge,1994,100-250,29.0,40110,2446.17,P34927,Married,2/9/2019,3/22/2021,28
1055,1025,Chevrolet,2011,0-100,21.0,,1431.24,P82425,Single,6/4/2020,10/15/2021,11
1056,1026,Buick,1992,100-250,97.0,,932.64,P77079,Married,2/19/2020,1/20/2021,30
1057,1027,Cadillac,2007,more than 250,22.0,,2499.98,P54770,Married,4/14/2019,11/4/2021,15
1058,1028,Chevrolet,1996,100-250,59.0,111971,37.75,P42795,Single,7/16/2020,10/28/2021,26
1059,1029,Smart,2012,100-250,68.0,41905,0.0,P65445,Single,6/12/2019,7/29/2021,10
1060,1030,Hummer,2004,more than 250,55.0,M4N,852.89,P50249,Single,2/4/2019,2/1/2022,18
1061,1031,Isuzu,1999,100-250,16.0,4514,624.9,P37787,Single,6/9/2020,1/11/2021,23
1062,1032,Isuzu,1994,100-250,86.0,98044,2347.9,P84324,Single,12/15/2019,7/29/2021,28
1063,1033,Mazda,2010,100-250,97.0,,1821.65,P88397,Single,10/9/2020,1/31/2022,12
1064,1034,Acura,1998,100-250,78.0,2530-285,516.61,P33185,Married,9/16/2019,3/9/2021,24
1065,1035,Volkswagen,2008,100-250,62.0,,374.0,P45400,Married,12/7/2019,10/7/2021,14
1066,1036,Ford,2000,more than 250,90.0,W23,514.38,P65659,Married,1/5/2020,1/15/2022,22
1067,1037,Chrysler,2011,more than 250,90.0,11120,249.69,P42673,Married,12/10/2020,7/14/2021,11
1068,1038,Acura,2009,100-250,61.0,761548,958.67,P55576,Single,5/19/2019,7/8/2021,13
1069,1039,Chevrolet,2000,100-250,83.0,735 41,833.0,P24949,Single,3/20/2020,8/6/2021,22
1070,1040,Mazda,1993,0-100,56.0,7109,2143.65,P08617,Married,12/6/2019,10/12/2021,29
1071,1041,Toyota,1998,100-250,73.0,78181 CEDEX,267.36,P74316,Married,4/20/2020,4/11/2021,24
1072,1042,Mercedes-Benz,2008,more than 250,91.0,4950-719,1836.94,P01247,Married,6/8/2019,12/19/2021,14
1073,1043,Isuzu,1996,more than 250,70.0,,1073.87,P16034,Single,8/26/2020,5/9/2021,26
1074,1044,Chevrolet,2006,more than 250,33.0,86062 CEDEX 9,2075.44,P04619,Married,9/9/2020,12/7/2021,16
1075,1045,Mercedes-Benz,2000,100-250,87.0,,1193.57,P21330,Single,7/12/2020,10/4/2021,22
1076,1046,GMC,2000,100-250,69.0,,1115.87,P78082,Married,5/12/2019,7/21/2021,22
1077,1047,Hummer,2006,more than 250,61.0,,1285.56,P20211,Married,8/19/2019,9/10/2021,16
1078,1048,Hyundai,2008,more than 250,30.0,,968.63,P07484,Single,9/28/2019,7/26/2021,14
1079,1049,Ford,1988,100-250,51.0,1058,998.66,P34572,Single,5/25/2019,12/12/2021,34
1080,1051,Dodge,2001,more than 250,38.0,,1307.42,P94159,Single,4/26/2019,4/21/2021,21
1081,1052,Chevrolet,2008,100-250,44.0,,1449.81,P92119,Married,5/1/2020,2/17/2021,14
1082,1053,Honda,2012,0-100,97.0,,722.34,P22275,Married,12/27/2020,10/21/2021,10
1083,1054,Ford,1986,more than 250,39.0,,1881.35,P31174,Single,10/17/2019,6/29/2021,36
1084,1055,Infiniti,2010,0-100,77.0,94627,2397.76,P56459,Single,3/6/2020,1/3/2022,12
1085,1056,Chrysler,1995,more than 250,85.0,,184.42,P66705,Single,6/7/2020,11/2/2021,27
1086,1057,Audi,2009,more than 250,23.0,,727.21,P83113,Single,1/16/2020,5/25/2021,13
1087,1058,Chevrolet,1996,more than 250,38.0,8404,2028.58,P55070,Single,10/7/2020,9/17/2021,26
